time,ax,ay,az,aT
1.516000,-0.0710,0.6091,0.0229,0.614
1.521000,-0.0912,0.5846,0.0481,0.594
1.526000,-0.0229,0.5496,0.2585,0.608
1.531000,0.0369,0.4559,0.5396,0.707
1.537000,0.0328,0.3154,0.6861,0.756
1.541000,0.0109,0.1950,0.7617,0.786
1.548000,-0.0589,0.1222,0.7978,0.809
1.551000,-0.1011,0.0753,0.9666,0.975
1.557000,-0.1193,-0.0118,0.9562,0.964
1.562000,-0.1565,-0.0961,0.8601,0.879
1.577000,-0.1795,-0.1684,0.8756,0.910
1.579000,-0.1291,-0.1608,1.0899,1.109
1.580000,-0.0315,-0.0799,1.3254,1.328
1.583000,0.0573,-0.0793,1.5072,1.510
1.587000,0.0754,-0.1017,1.5001,1.505
1.592000,0.0667,-0.1545,1.4506,1.460
1.605000,0.0581,-0.1572,1.5651,1.574
1.606000,0.1047,-0.1539,1.7822,1.792
1.613000,0.1193,-0.1485,1.8836,1.893
1.618000,0.1494,-0.1119,1.8764,1.886
1.620000,0.1946,0.0016,1.9495,1.959
1.623000,0.2455,0.0617,1.9926,2.009
1.628000,0.3310,0.0998,1.9757,2.006
1.638000,0.4536,0.0830,1.9905,2.043
1.639000,0.5916,0.0784,2.0548,2.140
1.643000,0.5633,0.1933,1.5541,1.664
1.651000,0.4976,0.6658,0.9893,1.292
1.652000,1.6371,1.2802,4.9852,5.401
1.658000,2.5855,1.1376,5.6579,6.324
1.672000,1.3606,0.7468,1.4575,2.129
1.673000,0.0588,0.8351,0.1388,0.849
1.674000,0.1021,0.9757,-0.0798,0.984
1.678000,0.5280,1.1525,1.5553,2.007
1.690000,1.4993,0.9436,4.9028,5.213
1.690000,1.1322,0.3663,2.5057,2.774
1.693000,0.0662,0.1476,1.2299,1.241
1.699000,-0.3736,0.0700,0.7014,0.798
1.703000,-0.1324,0.2120,2.0875,2.102
1.709000,0.4393,0.4696,2.9815,3.050
1.715000,0.2718,0.4351,2.1418,2.202
1.719000,-0.2462,0.3804,1.1224,1.210
1.723000,-0.5486,0.3675,0.8225,1.055
1.729000,-0.7609,0.1810,0.6315,1.005
1.733000,-0.9282,-0.1416,0.5946,1.111
1.738000,-0.9003,-0.4422,0.8646,1.324
1.743000,-0.7423,-0.7102,1.1889,1.571
1.750000,-0.6595,-0.8904,1.2361,1.660
1.755000,-0.7022,-0.9484,1.2090,1.689
1.759000,-0.7147,-0.8828,1.1600,1.623
1.777000,-0.7474,-0.6747,1.2090,1.573
1.779000,-0.8308,-0.3751,1.0825,1.415
1.779000,-1.0503,-0.1050,0.7902,1.319
1.782000,-1.1960,0.2043,0.6324,1.368
1.786000,-1.1967,0.4598,0.6148,1.422
1.790000,-1.1403,0.5728,0.5676,1.397
1.794000,-1.0575,0.5864,0.5055,1.311
